sample_number,sample_code,plant_part,harvest_year,nitrogen_ppm,phosphorus_ppm,potassium_ppm,irrigation_levels,crop_rotation,field_or_greenhouse,species,harvest_year_desc,irrigation_desc,crop_rotation_desc,environment,total_fat_g_100_g_dw,crude_protein_g_100_g_dw,ash_g_100_g_dw,fiber_g_100_g_dw,carbohydrates_g_100_g_dw,energy_kcal_100_g_dw,oxalic_acid_mg_100_g_dw,quinic_acid_mg_100_g_dw,malic_acid_mg_100_g_dw,shikinic_acid_mg_100_g_dw,succinic_acid_mg_100_g_dw,citric_acid_mg_100_g_dw,total_acids_mg_100_g_dw,c6:0,c8:0,c10:0,c11:0,c12:0,c13:0,c14:0,c14:1,c15:0,c15:1,c16:0,c16:1,c17:0,c17:1,c18:0,c18:1n9c,c18:2n6c,c18:3n6,c18:3n3,c20:0,c20:2,c21:0,c22:0,c20:3n3,c20:5n3,c22:2,c23:0,c24:0,sfa,mufa,pufa,α-tocopherol_mg_100_g_dw,β-tocopherol_mg_100_g_dw,γ-tocopherol_mg_100_g_dw,total_tocopherols_mg_100_g_dw,fructose_g_100_g_dw,glucose_g_100_g_dw,saccharose_g_100_g_dw,trehalose_g_100_g_dw,raffinose_g_100_g_dw,total_free_sugars_g_100_g_dw,isocitric_acid_mg_g_of_extract,citric_acid_mg_g_of_extract,hydroxytyrosol_hexoside_mg_g_of_extract,cis-o-caffeoylqunic_acid_mg_g_of_extract,3-o-p-coumaroylquinic_acid_mg_g_of_extract,oleraceic_c_mg_g_of_extract,trans-o-caffeoylqunic_acid_mg_g_of_extract,4-o-p-coumaroylquinic_acid_mg_g_of_extract,giag_mg_g_of_extract,"apigenin-6,8-dihexoside_mg_g_of_extract",cis_5-o-caffeoylquinic_acid_mg_g_of_extract,trans_5-o-caffeoylquinic_acid_mg_g_of_extract,cis-5-o-p-coumaroylquinic_acid_mg_g_of_extract,trans-5-o-p-coumaroylquinic_acid_mg_g_of_extract,5-o-feruloylquinic_acid_mg_g_of_extract,chicoric_acid_mg_g_of_extract,oleracein_a_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,oleracein_c_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract,quercetin-o-hexurunoside_mg_g_of_extract,luteolin-o-hexurunoside_mg_g_of_extract,luteolin-o-deoxyhexosylhexoside_mg_g_of_extract_.1,quercetin-o-acetylhexoside_mg_g_of_extract,kaempherol-o-deoxyhexosyl-hexoside_mg_g_of_extract,isorhamnetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-hexurunoside_mg_g_of_extract,apigenin-o-hexurunoside_mg_g_of_extract,isorhamnetin-o-hexurunoside_mg_g_of_extract,diosmetin-o-deoxyhexosylhexoside_mg_g_of_extract,kaempherol-o-acetylhexoside_mg_g_of_extract,isorhamnetin-o-acetylhexoside_mg_g_of_extract,total_phenolic_acids_mg_g_of_extract,total_flavonoids_mg_g_of_extract,total_phenolic_compounds_mg_g_of_extract,tbars_ug_ml,oxhlia_ug_ml,experimental_code
10,CM2_1,aerial parts,1,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.734902192941801,14.94628515604001,19.63913092346716,45.8042363480287,16.87544537952233,243.509514574783,6.59,5.62,3.73,,2.33,,18.27,,1.562,0.5645,,0.309,0.068,1.14,,0.385,,20.7825,3.221,0.2275,,2.9675,1.799,29.093,,34.371,1.6905,0.446,0.3235,1.4885,,,,,,31.5085,3.221,65.709,0.0392,,,0.0392,1.48,2.75,2.13,0.0,,6.35,,,,0.1835795673770056,,,1.50721603804996,,,0.3489230676109245,,,0.3858374705884619,0.1911990906010159,0.1202882285674574,,,0.4846014218931567,0.303994005252131,,0.2948552382648011,,,0.2993540518798945,,,0.2912726801419524,,,,0.3600941987947264,,,2.388120395183901,2.383094663837587,4.771215059021487,350.242,45.01,CM_A_NPK-N200-P100-K100_21_G
11,CM3_1,aerial parts,1,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.917665867306218,15.52159672970843,18.56573705179344,47.60359056170954,15.39140978948238,245.1182000059383,4.610384716255369,7.688766497907723,4.366925477357871,,2.159369882915952,,18.81677188166042,,1.653,0.619,,0.344,0.126,1.348,,0.441,,22.347,3.145,0.529,,3.483,2.132,25.989,,33.847,1.618,0.43,0.287,1.662,,,,,,34.457,3.145,62.398,0.0512,,,0.0512,1.487,2.845,2.322,0.0,,6.655,,,,0.2227763740748535,,,2.058392050602142,,,0.5546630202296411,,,0.5141021777587595,0.2630516789383857,0.1721365193351624,,,0.7518752042755865,0.5966186972225909,,0.5194627495955692,,,0.519109753425763,,,0.5033525531642221,,,,0.5671286696789531,,,3.230458800709304,4.012210647592326,7.24266944830163,90.11585884353745,130.19,CM_A_NPK-N200-P200-K200_21_G
11,CM3_1,aerial parts,1,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.850804582477807,15.25118563685637,17.43648960738932,48.70526843947541,15.75625173380109,247.0975276038809,4.617138637726048,7.48010687432172,4.52024688916643,,2.1342979826845,,18.74339738759537,,1.7,0.64,,0.37,0.13,1.4,,0.47,,22.4,3.158,0.6,,3.5,2.15,25.754,,33.753,1.7,0.47,0.288,1.7,,,,,,34.898,3.158,62.127,0.0492,,,0.0492,1.477,2.995,2.327,0.0,,6.799,,,,0.2237096406443745,,,2.039169399619023,,,0.5560961995576764,,,0.5077790277388394,0.2518786324534093,0.1720883703783424,,,0.7657388520443756,0.5945654316974331,,0.5199090414910675,,,0.5204488763315387,,,0.5032528337154814,,,,0.5657234369276839,,,3.194625070833988,4.025734671765257,7.220359742599245,87.40679824561406,136.59,CM_A_NPK-N200-P200-K200_21_G
11,CM3_1,aerial parts,1,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,2.884235224892013,15.3863911832824,18.00111332959138,48.15442950059247,15.57383076164174,246.1078638049096,4.61,7.58,4.44,,2.15,,18.78,,1.6765,0.6295,,0.357,0.128,1.374,,0.4555,,22.3735,3.1515,0.5645,,3.4915,2.141,25.8715,,33.8,1.659,0.45,0.2875,1.681,,,,,,34.67749999999999,3.1515,62.2625,0.0502,,,0.0502,1.48,2.92,2.325,0.0,,6.73,,,,0.223243007359614,,,2.048780725110583,,,0.5553796098936588,,,0.5109406027487995,0.2574651556958975,0.1721124448567524,,,0.758807028159981,0.595592064460012,,0.5196858955433183,,,0.5197793148786509,,,0.5033026934398517,,,,0.5664260533033185,,,3.212541935771646,4.018972659678791,7.231514595450437,88.8920497870712,123.6,CM_A_NPK-N200-P200-K200_21_G
12,CM4_1,aerial parts,1,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,3.539234274689842,15.20794229233227,18.49688473520227,47.55245809375975,15.20348060401588,248.6037162451207,7.879588682685582,6.231892650258777,3.591152205113,,1.912631430426355,,19.61123924163788,,1.411,0.621,,0.355,0.097,1.325,,0.412,,20.21,3.061,0.469,,3.101,1.69,26.525,,37.031,1.609,0.398,0.274,1.411,,,,,,31.295,3.061,65.64399999999999,0.1481,,,0.1481,1.233,2.781,2.172,0.0,,6.186,,,,0.2802953799380291,,,2.131032543213767,,,0.3648851983497889,,,0.511762862486119,0.2552438346603949,0.1504657372134189,,,0.4376239664898769,0.3516825535886481,,0.2952886384137011,,,0.301180182906017,,,0.2865884400582371,,,,0.3257569061606616,,,3.328800357511729,2.363005885966931,5.691806243478659,182.8528225806451,115.0,CM_A_NPK-N300-P100-K100_21_G
12,CM4_1,aerial parts,1,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,3.416561524669573,15.51548591965341,17.77777777777854,47.40748769572483,15.88268708217365,251.1567211207841,7.872102607653114,5.969334309585943,3.78407462591024,,1.995545221125204,,19.61652024713992,,1.5,0.63,,0.36,0.099,1.35,,0.421,,20.314,3.1,0.48,,3.2,1.75,26.684,,37.2,1.7,0.4,0.277,1.441,,,,,,31.772,3.1,66.034,0.1515,,,0.1515,1.216,2.738,2.201,0.0,,6.154,,,,0.2833986544231994,,,2.110650543342227,,,0.3653712047471702,,,0.5196856511769543,0.2533922969623998,0.1504321904596386,,,0.442562870477433,0.3455040095109442,,0.2948888836461084,,,0.3001030723612343,,,0.2878942547936174,,,,0.3243023480143618,,,3.31755933636442,2.360626643550869,5.678185979915289,162.3263888888889,121.07,CM_A_NPK-N300-P100-K100_21_G
12,CM4_1,aerial parts,1,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,3.477897899679708,15.36171410599284,18.13733125649041,47.47997289474229,15.54308384309476,249.8802186829524,7.88,6.1,3.69,,1.95,,19.62,,1.4555,0.6255,,0.3575,0.098,1.3375,,0.4165,,20.262,3.0805,0.4745,,3.1505,1.72,26.6045,,37.1155,1.6545,0.399,0.2755,1.426,,,,,,31.5335,3.0805,65.839,0.1498,,,0.1498,1.22,2.76,2.19,0.0,,6.17,,,,0.2818470171806142,,,2.120841543277997,,,0.3651282015484796,,,0.5157242568315367,0.2543180658113973,0.1504489638365288,,,0.440093418483655,0.3485932815497962,,0.2950887610299048,,,0.3006416276336257,,,0.2872413474259272,,,,0.3250296270875117,,,3.323179846938074,2.3618162647589,5.684996111696974,184.540123675195,105.17,CM_A_NPK-N300-P100-K100_21_G
13,CM5_1,aerial parts,1,300.0,200.0,200.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,4.405213112573984,15.61428848390849,18.29365079365186,47.67419038273071,14.01265722713495,253.503081622801,4.661944874612849,7.090957776307644,5.814948666845485,,1.992626825637298,,19.55124325480302,,1.759,0.747,,0.455,0.169,1.204,,0.44,,20.818,3.499,0.438,,3.0,1.807,27.693,,34.439,1.341,0.442,0.316,1.432,,,,,,32.119,3.499,64.381,0.2415079520911054,,,0.2415079520911054,1.291,2.6,2.376,0.0,,6.268,,,,0.4619734109451757,,,8.728514966371101,,,0.5730548362115678,,,1.046627154832619,0.5702103104747914,0.4273666793644808,,,0.9221613386151458,0.6407960009134994,,0.4820644615615198,,,0.4630578254445889,,,0.4542298039729375,,,,0.5363401028937865,,,11.23469252198817,4.071704369613045,15.30639689160121,155.5643564356435,74.92,CM_A_NPK-N300-P200-K200_21_G
13,CM5_1,aerial parts,1,300.0,200.0,200.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,4.233628778286472,15.33162528868361,18.24192921042359,47.79714117877483,14.3956755438315,252.6061446921883,4.644291387751024,7.40929019926538,5.581047257624732,,1.949680385277149,,19.57543976243901,,1.8,0.764,,0.445,0.17,1.21,,0.456,,20.924,3.54,0.454,,3.1,1.947,27.752,,34.546,1.4,0.454,0.314,1.5,,,,,,32.537,3.54,64.699,0.256823090516395,,,0.256823090516395,1.286,2.443,2.485,0.0,,6.215,,,,0.468541450003758,,,8.739231758966636,,,0.5715977212556153,,,1.026348759841656,0.5514856147293306,0.42306470045214,,,0.9173672927473691,0.6417466452077709,,0.4770169990857647,,,0.4597568305789757,,,0.4537286396536748,,,,0.5364780285485736,,,11.20867228399352,4.057692157077744,15.26636444107127,146.5319767441861,82.8,CM_A_NPK-N300-P200-K200_21_G
13,CM5_1,aerial parts,1,300.0,200.0,200.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,4.319420945430227,15.47295688629605,18.26779000203773,47.73566578075277,14.20416638548323,253.0546131574947,4.65,7.25,5.7,,1.97,,19.57,,1.7795,0.7555000000000001,,0.45,0.1695,1.207,,0.448,,20.871,3.5195,0.446,,3.05,1.877,27.7225,,34.4925,1.3705,0.448,0.315,1.466,,,,,,32.328,3.5195,64.53999999999999,0.25,,,0.25,1.289,2.52,2.43,0.0,,6.24,,,,0.4652574304744669,,,8.733873362668868,,,0.5723262787335915,,,1.036487957337138,0.560847962602061,0.4252156899083104,,,0.9197643156812574,0.6412713230606352,,0.4795407303236423,,,0.4614073280117823,,,0.4539792218133062,,,,0.5364090657211801,,,11.22168240299084,4.064698263345395,15.28638066633624,148.4029112363343,74.1,CM_A_NPK-N300-P200-K200_21_G
14,CM6_1,aerial parts,1,300.0,300.0,300.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,3.179766330324088,16.243115234375,19.47743467933523,50.51754780251107,10.58213595345461,236.9539973292574,8.440811082525727,5.81432816302241,3.559085033688214,,2.249025824715976,,20.05790351588159,,1.263,0.51,,0.346,0.118,1.29,,0.368,,20.497,2.963,0.52,,3.133,2.189,27.755,,35.206,1.477,0.48,0.364,1.521,,,,,,31.407,2.963,65.63000000000001,0.0406,,,0.0406,1.53,3.067,2.634,0.0,,7.231,,,,0.2077835304277561,,,1.824751433318057,,,0.4779709034837024,,,0.4282391868830563,0.2334950814198071,0.14666589507871,,,0.9599617367444947,0.4515246526152851,,0.5757875300373363,,,0.4343067379221504,,,0.4345068272010243,,,,0.6178115051151529,,,2.840935127127386,3.951869893119146,6.792805020246533,128.0206896551724,17.73,CM_A_NPK-N300-P300-K300_21_G
14,CM6_1,aerial parts,1,300.0,300.0,300.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,3.039766120726765,16.17402809853734,18.97233201581099,47.8104477136207,14.00342605130422,243.6886071131485,8.434632580677391,5.520959736028211,3.751199216547715,,2.393438351528247,,20.09453920639211,,1.3,0.52,,0.354,0.121,1.32,,0.376,,20.54,2.751,0.56,,3.146,2.198,27.7,,35.24,1.5,0.5,0.384,1.6,,,,,,31.721,2.751,65.638,0.0418,,,0.0418,1.597,3.199,2.708,0.0,,7.504,,,,0.2071122133137773,,,1.833461934726396,,,0.4805248338295774,,,0.4259430771609881,0.2195268093480531,0.1547175267529294,,,0.9676810303503105,0.4476966456143414,,0.5716982696644192,,,0.4349340697812596,,,0.4341155985894697,,,,0.6172212474706493,,,2.840761561302144,3.953871695300027,6.794633256602172,124.9803278688525,18.45,CM_A_NPK-N300-P300-K300_21_G
14,CM6_1,aerial parts,1,300.0,300.0,300.0,0,0,1,Crithmum_maritimum,2021,not applied,not applied,Greenhouse,3.109766225525426,16.20857166645617,19.22488334757311,49.16399775806589,12.29278100237941,240.3213022212029,8.44,5.67,3.66,,2.32,,20.09,,1.2815,0.515,,0.35,0.1195,1.305,,0.372,,20.5185,2.857,0.54,,3.1395,2.1935,27.7275,,35.223,1.4885,0.49,0.374,1.5605,,,,,,31.564,2.857,65.634,0.0412,,,0.0412,1.56,3.13,2.67,0.0,,7.37,,,,0.2074478718707667,,,1.829106684022227,,,0.4792478686566399,,,0.4270911320220222,0.2265109453839301,0.1506917109158197,,,0.9638213835474025,0.4496106491148133,,0.5737428998508778,,,0.434620403851705,,,0.434311212895247,,,,0.6175163762929011,,,2.840848344214765,3.952870794209587,6.793719138424352,122.0293846660876,16.43,CM_A_NPK-N300-P300-K300_21_G
15,CMC_3,aerial parts,3,0.0,0.0,0.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.022835551174594,11.90644747235387,20.33359809372576,47.68755076032184,17.04956812242393,238.4046838603262,4.348621668311945,5.612134123698707,2.897641546605036,,1.317775986216214,,14.1041847339563,,,,,,,,,,,39.782,0.0,,,8.578,6.045,24.725,,20.87,,,,,,,,,,48.36,6.045,45.595,1.7352,,,1.7352,0.757,3.046,1.169,0.5,,5.473,,,,0.3438905581377383,,,0.06790723094155969,,,0.5502823172516719,,,0.1255313641331346,0.2682376559032953,0.1642679899419705,,,0.49727888643343,0.488898469132968,,0.5485869661050999,,,0.5146904962259277,,,0.5100736452085067,,,,0.506501108974543,,,0.9698347990576985,3.616311889332147,4.586146688389846,171.5,593.52,CM_A_NPK-Ctrl_23_G
15,CMC_3,aerial parts,3,0.0,0.0,0.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.229557763232008,11.46383928571429,20.35045798486585,47.60129590743599,17.35484905875186,239.5433650618247,4.336431391905232,5.751551884484483,3.086898043504971,,1.314862465364134,,14.41824877779881,,,,,,,,,,,40.76,0.0,,,8.289,6.132,24.06,,20.76,,,,,,,,,,49.049,6.132,44.82,1.7397,,,1.7397,0.759,2.77,1.11,0.495,,5.133,,,,0.3459397355444257,,,0.06100873450153858,,,0.5486231346324943,,,0.1302918019539659,0.2564271985428052,0.1513795317203843,,,0.4982541411474328,0.489402480842637,,0.5572063289613409,,,0.5163984714289814,,,0.508872324426714,,,,0.5055846419653875,,,0.9450470022631197,3.624341523404988,4.569388525668108,167.7884615384615,627.98,CM_A_NPK-Ctrl_23_G
15,CMC_3,aerial parts,3,0.0,0.0,0.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.126196657203301,11.68514337903408,20.3420280392958,47.64442333387892,17.20220859058792,238.9740244610755,4.34,5.68,2.99,,1.32,,14.26,,,,,,,,,,,40.271,0.0,,,8.433499999999999,6.0885,24.3925,,20.815,,,,,,,,,,48.7045,6.0885,45.2075,1.74,,,1.74,0.76,2.91,1.14,0.5,,5.3,,,,0.344915146841082,,,0.06445798272154914,,,0.5494527259420832,,,0.1279115830435503,0.2623324272230502,0.1578237608311774,,,0.4977665137904314,0.4891504749878025,,0.5528966475332204,,,0.5155444838274545,,,0.5094729848176104,,,,0.5060428754699653,,,0.9574409006604091,3.620326706368568,4.577767607028977,184.3944099378882,545.22,CM_A_NPK-Ctrl_23_G
16,CM1_3,aerial parts,3,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.244584091284776,10.76050753370341,20.35019455252876,47.55139052645362,18.09332329602944,239.7193611934016,4.43148325947809,6.760174164330435,4.308148112413239,,1.269735183739345,,16.70006194836387,,,,,3.038,,,,,,32.509,3.41,,,6.291,4.055,24.807,,22.437,3.453,,,,,,,,,45.291,7.465,47.244,0.126,,,0.126,0.885,3.381,1.272,0.558,,6.096,,,,0.4054206651302321,,,0.08365768221555575,,,0.5570643578337113,,,0.2184800404040404,0.409903421096208,0.2091295397756529,,,0.4985906994231266,0.5045065901328818,,0.5703737904313636,,,0.6482345842780473,,,0.5395030921562437,,,,0.5126804006543638,,,1.326591348621689,3.830953514909738,5.157544863531427,203.7053571428571,501.08,CM_A_NPK-N100-P100-K100_23_G
16,CM1_3,aerial parts,3,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.057154067486228,10.38048418972332,19.09307875894919,47.3619106237681,20.10737236007317,244.1896340540982,4.372734182668635,7.178229554670182,4.056046010745505,,1.176193643248322,,16.7119413110205,,,,,2.969,,,,,,32.855,3.3524,,,6.175,3.982,25.24,,22.05,3.379,,,,,,,,,45.37799999999999,7.3344,47.29,0.1349,,,0.1349,0.892,3.161,1.23,0.528,,5.811,,,,0.397210177548314,,,0.08286324119017882,,,0.5564024647705421,,,0.2143402179168737,0.431967856267594,0.2046436462884165,,,0.5004541359814023,0.5033823614499326,,0.5676196670780358,,,0.6472567103865913,,,0.5400770955428638,,,,0.5115397939327841,,,1.331025139211377,3.826732229142152,5.157757368353529,210.010593220339,518.56,CM_A_NPK-N100-P100-K100_23_G
16,CM1_3,aerial parts,3,100.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.150869079385502,10.57049586171336,19.72163665573897,47.45665057511086,19.1003478280513,241.9544976237499,4.4,6.97,4.18,,1.22,,16.71,,,,,3.0035,,,,,,32.682,3.3812,,,6.233000000000001,4.0185,25.0235,,22.2435,3.416,,,,,,,,,45.33450000000001,7.399699999999999,47.267,0.13045,,,0.13045,0.89,3.27,1.25,0.54,,5.9535,,,,0.4013154213392731,,,0.08326046170286729,,,0.5567334113021267,,,0.216410129160457,0.420935638681901,0.2068865930320347,,,0.4995224177022645,0.5039444757914072,,0.5689967287546998,,,0.6477456473323193,,,0.5397900938495537,,,,0.5121100972935739,,,1.328808243916533,3.828842872025946,5.157651115942478,208.8468309859155,539.17,CM_A_NPK-N100-P100-K100_23_G
17,CM2_3,aerial parts,3,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.85874417220519,12.16828832406672,17.78656126482281,46.61398721845405,19.57241902045123,254.9195013648266,7.802102521656876,7.421277691214568,5.097874970685311,,1.556559829179971,,21.80636410906553,,,,,3.187,,,,,,30.362,3.075,,,5.885,4.219,26.305,,24.791,2.176,,,,,,,,,41.61,7.294,51.096,0.176,,,0.176,0.917,3.775,1.239,0.601,,6.532,,,,0.2773973784969059,,,0.05538550564697934,,,0.5231774569736628,,,0.1251068947082062,0.1617407637656818,0.1270552227398353,,,0.483898124238933,0.4771342454520482,,0.4966520913540057,,,0.5046869847465434,,,0.4749547179661694,,,,0.4720600243541436,,,0.7466857653576086,3.432563645085506,4.179249410443115,356.1485042735043,770.98,CM_A_NPK-N200-P100-K100_23_G
17,CM2_3,aerial parts,3,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.946597199609305,11.53709065495208,17.79694237553931,45.9797488011952,20.73962096870412,256.5857188934989,7.852219829732151,7.58980185512731,5.057586681009768,,1.561847580797743,,21.99072728734507,,,,,3.164,,,,,,30.268,2.942,,,5.999,4.358,26.735,,24.437,2.1,,,,,,,,,41.53100000000001,7.3,51.172,0.1681,,,0.1681,0.939,3.767,1.177,0.572,,6.455,,,,0.2589499915698424,,,0.06129114796673797,,,0.5252621908069258,,,0.1310039574511706,0.1624700828740173,0.1243133031670669,,,0.4833030948349262,0.4782077433056855,,0.4952493582778805,,,0.5054686357716177,,,0.4765501926328032,,,,0.4700774210301175,,,0.7380284830288352,3.434118636659956,4.172147119688791,329.563492063492,785.19,CM_A_NPK-N200-P100-K100_23_G
17,CM2_3,aerial parts,3,200.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.902670685907248,11.8526894895094,17.79175182018106,46.29686800982462,20.15601999457766,255.7526101291627,7.83,7.51,5.078,,1.559,,21.9,,,,,3.1755,,,,,,30.315,3.0085,,,5.942,4.2885,26.52,,24.614,2.138,,,,,,,,,41.5705,7.297000000000001,51.134,0.17205,,,0.17205,0.93,3.771,1.21,0.59,,6.49,,,,0.2681736850333742,,,0.05833832680685866,,,0.5242198238902943,,,0.1280554260796884,0.1621054233198496,0.1256842629534511,,,0.4836006095369296,0.4776709943788668,,0.4959507248159431,,,0.5050778102590805,,,0.4757524552994863,,,,0.4710687226921305,,,0.7423571241932219,3.433341140872731,4.175698265065953,351.207627118644,723.13,CM_A_NPK-N200-P100-K100_23_G
18,CM3_3,aerial parts,3,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.367303189208802,11.49119928400955,19.32673267326731,45.11685638876226,20.69790846475208,249.2958724754502,7.722273067668435,8.359576460680708,5.082291851222446,,1.787079513827932,,22.88172188283481,,,,,2.494,,,,,,32.404,2.91,,,6.463,3.296,25.193,,23.649,3.59,,,,,,,,,44.95100000000001,6.206,48.842,0.3988,,,0.3988,0.703,3.815,1.176,0.497,,6.191,,,,0.3747604179010826,,,0.06653370753598274,,,0.5648047603623718,,,0.176007241366492,0.2340233198495494,0.1672346533594531,,,0.4832624935058545,0.4854446154089451,,0.5994701907741254,,,0.6479393377992358,,,0.5368386435479969,,,,0.516429628063377,,,1.01855934001256,3.834189669461907,4.852749009474467,167.8929924242424,199.03,CM_A_NPK-N200-P200-K200_23_G
18,CM3_3,aerial parts,3,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.228592307181321,12.12975059382423,19.17427550615368,45.49396519134267,19.97341640149811,248.4579291286066,7.724441723138872,8.455768231556073,5.086670747946373,,1.637289860365134,,22.83444188243585,,,,,2.361,,,,,,33.198,2.806,,,6.25,3.142,25.142,,23.592,3.51,,,,,,,,,45.319,5.948,48.73399999999999,0.3872,,,0.3872,0.73,3.922,1.113,0.54,,6.306,,,,0.3622277377494921,,,0.0657187573325948,,,0.5649152595286027,,,0.1753030235442413,0.220370814873391,0.1717536200519005,,,0.4840824983438831,0.4854341123184055,,0.6021862599989339,,,0.6375070816203529,,,0.5327233520392056,,,,0.5164122281464317,,,0.9953739535516197,3.823260791995815,4.818634745547435,180.454954954955,221.35,CM_A_NPK-N200-P200-K200_23_G
18,CM3_3,aerial parts,3,200.0,200.0,200.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.297947748195061,11.81047493891689,19.2505040897105,45.30541079005246,20.33566243312509,248.8769008020284,7.723,8.408,5.084,,1.712,,22.858,,,,,2.4275,,,,,,32.801,2.858,,,6.3565,3.219,25.1675,,23.6205,3.55,,,,,,,,,45.13500000000001,6.077,48.788,0.393,,,0.393,0.72,3.8685,1.14,0.52,,6.25,,,,0.3684940778252873,,,0.06612623243428878,,,0.5648600099454872,,,0.1756551324553667,0.2271970673614702,0.1694941367056768,,,0.4836724959248688,0.4854393638636753,,0.6008282253865297,,,0.6427232097097944,,,0.5347809977936013,,,,0.5164209281049044,,,1.00696664678209,3.828725230728861,4.835691877510951,173.8968579234973,197.57,CM_A_NPK-N200-P200-K200_23_G
19,CM4_3,aerial parts,3,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,4.208503164661909,13.64563349320543,16.16438356164371,45.94190029267974,20.03957948780921,264.5011809913752,7.022186569940476,7.541709424628242,4.359050752351671,,5.440058025732059,,24.29118419471893,,,,,2.234,,,,,,29.305,2.589,,,5.705,3.346,26.562,,27.883,2.377,,,,,,,,,39.621,5.935,54.445,0.8996,,,0.8996,0.918,5.114,1.58,0.692,,8.304,,,,0.2661345274465346,,,0.0700934010653792,,,0.5446795128234113,,,0.1528006326226467,0.3454862563405889,0.1644652126826223,,,0.4871987363725446,0.4832950541408194,,0.5561883164539242,,,0.5542733650128535,,,0.4961606553478666,,,,0.4909195381967039,,,0.9989800301577717,3.612715178348124,4.611695208505895,301.941056910569,143.91,CM_A_NPK-N300-P100-K100_23_G
19,CM4_3,aerial parts,3,300.0,100.0,100.0,0,0,1,Crithmum_maritimum,2023,not applied,not applied,Greenhouse,3.935452000658724,12.86634307445957,16.70533642691369,47.52250243124448,18.97036606672354,257.8109094331499,7.007882254464285,7.776183485944162,4.698298361274908,,5.343841724399259,,24.7545125794983,,,,,2.13,,,,,,29.575,2.432,,,5.352,3.521,27.192,,27.54,2.26,,,,,,,,,39.317,5.952999999999999,54.732,0.9046,,,0.9046,0.947,5.355,1.565,0.661,,8.528,,,,0.2679287315796678,,,0.07383756553516875,,,0.5432572115032621,,,0.1458914964296697,0.3402947825528622,0.1604882150356375,,,0.4877683943192407,0.4838793087593503,,0.5559526710779021,,,0.5586273874587288,,,0.4973670991801709,,,,0.4896411904830238,,,0.988440791133006,3.616493262781679,4.604934053914684,305.7467532467533,155.9,CM_A_NPK-N300-P100-K100_23_G
